station;year;month;day;period;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99
12;2019;12;14;E;064.2;074.5;064.9;061.4;058.1;055.6
12;2019;12;14;N;059.8;066.5;062.1;058.4;053.5;050.0
12;2019;12;14;T;062.8;071.9;064.4;060.3;055.4;051.1
13;2019;12;14;D;056.7;065.1;058.8;053.6;048.5;045.5
13;2019;12;14;E;057.5;066.0;059.3;055.4;051.7;048.8
13;2019;12;14;N;059.1;060.8;054.6;047.5;043.7;042.5
13;2019;12;14;T;055.7;064.4;058.1;052.5;045.3;043.1
14;2019;12;14;D;064.4;070.7;065.9;063.4;060.7;057.5
14;2019;12;14;E;066.9;075.1;066.4;063.7;061.3;059.0
14;2019;12;14;N;061.7;067.7;063.9;060.3;056.3;053.3
14;2019;12;14;T;064.3;070.5;065.7;062.7;058.3;054.4
16;2019;12;14;D;061.9;067.8;065.3;060.7;051.4;045.1
16;2019;12;14;E;062.3;067.9;065.3;061.1;053.3;046.2
16;2019;12;14;N;059.4;066.8;063.5;056.5;044.9;041.8
16;2019;12;14;T;061.3;067.7;064.9;059.7;048.6;042.6
17;2019;12;14;D;056.0;063.3;058.6;054.2;049.0;045.2
17;2019;12;14;E;057.0;063.5;058.3;053.6;049.7;047.4
17;2019;12;14;N;050.4;059.4;053.1;045.9;042.1;040.5
17;2019;12;14;T;055.0;062.7;057.8;052.2;043.9;041.2
18;2019;12;14;D;057.4;068.5;059.2;052.8;044.6;040.5
18;2019;12;14;E;055.8;065.1;057.5;052.1;046.5;043.3
18;2019;12;14;N;050.5;060.5;054.3;044.2;039.6;039.0
18;2019;12;14;T;055.8;066.3;058.0;050.6;040.8;039.1
19;2019;12;14;D;063.2;068.9;063.1;057.7;052.9;049.8
19;2019;12;14;E;063.4;067.3;062.8;057.8;054.1;052.1
19;2019;12;14;N;056.7;065.0;059.4;052.6;048.5;046.4
19;2019;12;14;T;062.0;067.9;062.3;056.4;050.4;047.2
20;2019;12;14;D;060.1;066.8;062.4;057.7;052.7;047.3
20;2019;12;14;E;060.1;068.2;062.4;057.4;053.2;050.1
20;2019;12;14;N;057.4;064.2;058.1;051.4;046.5;043.5
20;2019;12;14;T;059.4;066.6;061.8;056.4;048.9;044.5
24;2019;12;14;D;050.3;057.7;053.3;048.4;042.9;041.2
24;2019;12;14;E;045.4;052.5;048.3;043.9;041.8;040.6
24;2019;12;14;N;041.8;048.9;042.9;040.9;039.7;039.1
24;2019;12;14;T;048.1;056.5;051.7;044.1;040.4;039.2
25;2019;12;14;D;066.9;069.8;068.3;066.7;064.8;062.3
25;2019;12;14;E;067.1;069.8;068.4;066.9;065.3;063.9
25;2019;12;14;N;064.2;068.3;066.6;063.8;059.8;055.9
25;2019;12;14;T;066.3;069.6;068.0;066.2;062.3;057.7
26;2019;12;14;D;061.3;067.8;064.8;059.2;056.7;055.2
26;2019;12;14;E;060.4;067.4;063.9;057.9;055.9;054.6
26;2019;12;14;N;057.9;066.3;061.3;055.7;050.3;047.4
26;2019;12;14;T;060.3;067.4;064.0;058.0;053.3;048.4
27;2019;12;14;D;061.7;072.1;066.3;054.1;047.7;045.3
27;2019;12;14;E;059.8;070.6;064.4;051.1;047.2;045.3
27;2019;12;14;N;056.5;069.4;056.9;046.1;040.4;038.5
27;2019;12;14;T;060.2;071.4;064.5;051.1;043.3;039.2
28;2019;12;14;D;068.9;076.0;072.7;065.8;056.1;049.1
28;2019;12;14;E;068.0;074.7;071.3;064.0;054.7;050.2
28;2019;12;14;N;061.6;072.0;065.9;053.4;044.7;042.2
28;2019;12;14;T;067.4;075.4;071.6;062.4;048.1;043.1
29;2019;12;14;D;056.7;065.0;060.7;052.6;045.6;037.9
29;2019;12;14;E;056.3;064.7;060.8;052.3;045.5;039.1
29;2019;12;14;N;052.6;063.6;057.0;044.9;036.7;034.3
29;2019;12;14;T;055.7;064.7;060.1;050.6;040.0;035.0
30;2019;12;14;D;060.3;066.1;062.7;059.0;054.2;050.3
30;2019;12;14;E;060.7;067.3;063.1;059.4;055.6;053.3
30;2019;12;14;N;054.1;063.5;057.0;050.7;046.5;045.0
30;2019;12;14;T;059.4;066.2;062.4;057.7;048.4;045.5
31;2019;12;14;D;064.0;073.3;068.9;057.2;051.8;050.1
31;2019;12;14;E;065.0;073.1;069.5;061.0;054.1;050.6
31;2019;12;14;N;055.6;068.1;054.9;050.3;048.0;046.5
31;2019;12;14;T;062.8;072.8;067.9;054.7;049.3;047.2
47;2019;12;14;D;054.8;066.6;055.2;049.5;046.2;044.3
47;2019;12;14;E;054.4;066.8;054.9;049.2;046.2;044.7
47;2019;12;14;N;049.7;061.6;050.3;044.8;042.7;041.3
47;2019;12;14;T;053.6;065.7;054.2;048.1;043.7;042.0
48;2019;12;14;D;062.9;068.6;065.3;062.2;056.8;052.0
48;2019;12;14;E;063.2;069.0;065.7;062.6;056.3;053.9
48;2019;12;14;N;061.7;066.9;064.0;061.3;055.7;051.1
48;2019;12;14;T;062.6;068.2;065.0;062.0;056.4;051.7
50;2019;12;14;D;065.9;071.8;067.0;064.0;060.2;056.9
50;2019;12;14;E;067.1;073.0;068.1;064.9;062.1;059.5
50;2019;12;14;N;063.8;069.8;065.8;062.0;058.3;055.4
50;2019;12;14;T;065.5;071.8;066.9;063.6;059.4;056.2
54;2019;12;14;D;061.6;068.9;064.6;060.3;054.9;047.8
54;2019;12;14;E;061.2;067.0;063.8;060.1;055.8;051.5
54;2019;12;14;N;055.1;064.4;058.9;051.3;044.1;042.1
54;2019;12;14;T;060.3;067.9;063.7;058.5;047.3;042.8
86;2019;12;14;D;057.2;067.1;060.7;053.0;047.3;044.6
86;2019;12;14;E;056.7;066.0;060.0;052.8;048.0;045.5
86;2019;12;14;N;051.5;062.8;053.8;045.9;042.5;040.4
86;2019;12;14;T;055.9;066.1;059.4;050.9;044.4;041.3
1;2019;12;13;D;067.4;073.5;070.0;065.8;061.2;058.3
1;2019;12;13;N;065.9;072.4;069.9;062.2;056.4;053.1
1;2019;12;13;T;066.8;072.8;069.8;064.8;058.5;054.0
2;2019;12;13;D;070.6;076.8;072.0;069.6;066.6;063.7
2;2019;12;13;E;070.6;077.0;070.9;068.2;064.3;061.5
2;2019;12;13;N;068.8;076.0;070.6;066.5;060.7;057.0
2;2019;12;13;T;070.1;076.7;071.6;068.6;063.5;058.3
3;2019;12;13;D;064.9;073.9;067.6;063.1;057.3;051.4
3;2019;12;13;E;062.8;070.5;066.0;060.6;057.4;055.5
3;2019;12;13;N;060.5;070.1;063.5;056.7;051.8;048.7
3;2019;12;13;T;063.6;072.4;066.7;061.0;054.2;049.8
4;2019;12;13;D;064.5;074.3;066.6;062.4;059.0;056.5
4;2019;12;13;E;063.9;074.5;065.0;061.5;058.7;056.9
4;2019;12;13;N;061.1;067.4;062.7;058.7;054.1;050.1
4;2019;12;13;T;063.5;073.5;065.4;061.2;056.7;051.7
5;2019;12;13;D;061.7;067.4;063.6;060.2;056.7;053.9
5;2019;12;13;E;061.8;070.9;064.1;059.8;055.7;052.2
5;2019;12;13;N;053.9;062.8;057.8;050.2;043.6;041.1
5;2019;12;13;T;060.4;067.8;063.1;058.6;047.2;041.9
6;2019;12;13;D;072.8;079.0;075.3;071.5;065.8;063.9
6;2019;12;13;E;071.8;078.3;074.0;070.4;065.3;063.3
6;2019;12;13;N;068.8;075.7;072.5;066.2;060.2;054.2
6;2019;12;13;T;071.7;078.0;074.6;069.1;063.6;056.5
8;2019;12;13;D;068.1;074.3;069.9;066.3;063.5;061.2
8;2019;12;13;E;066.4;072.5;069.1;065.3;062.5;060.2
8;2019;12;13;N;066.1;072.6;068.7;063.8;056.8;051.0
8;2019;12;13;T;067.2;073.4;069.5;065.5;061.0;053.1
10;2019;12;13;D;068.2;074.7;070.9;064.7;060.3;057.3
10;2019;12;13;E;066.9;072.5;069.0;063.4;059.1;055.8
10;2019;12;13;N;061.0;070.5;064.4;056.0;050.2;046.9
10;2019;12;13;T;066.6;073.8;069.6;062.6;053.4;048.1
11;2019;12;13;D;069.9;075.0;071.6;068.8;065.2;061.4
11;2019;12;13;E;068.2;073.5;070.1;067.4;063.3;058.6
11;2019;12;13;N;064.8;071.7;068.5;061.1;052.2;046.1
11;2019;12;13;T;068.4;074.0;070.8;067.3;057.2;048.5
12;2019;12;13;D;066.6;078.9;066.4;062.7;059.4;057.2
12;2019;12;13;E;064.2;073.3;065.8;062.0;058.8;056.2
12;2019;12;13;N;059.6;066.3;062.2;057.4;051.5;048.0
12;2019;12;13;T;064.8;075.1;065.5;061.3;054.9;049.4
13;2019;12;13;D;064.1;070.9;068.2;061.7;054.7;051.4
13;2019;12;13;E;057.0;064.6;059.0;055.0;050.9;048.0
13;2019;12;13;N;052.3;060.7;055.8;049.3;044.1;042.3
13;2019;12;13;T;062.2;070.2;066.4;056.0;046.8;042.9
14;2019;12;13;D;065.7;072.1;066.7;064.2;061.9;060.2
14;2019;12;13;E;065.1;071.9;065.8;063.5;061.4;059.5
14;2019;12;13;N;061.3;067.6;064.4;060.1;054.8;051.1
14;2019;12;13;T;064.5;070.7;066.0;063.2;058.0;052.6
16;2019;12;13;D;063.9;069.4;066.6;063.2;057.7;052.2
16;2019;12;13;E;062.8;067.8;065.7;062.2;055.7;048.8
16;2019;12;13;N;058.5;067.3;063.4;052.6;043.2;040.7
16;2019;12;13;T;062.5;068.7;065.9;061.5;047.6;041.5
17;2019;12;13;D;057.5;066.4;059.8;055.0;051.3;049.0
17;2019;12;13;E;059.9;070.0;061.7;055.3;051.1;048.1
17;2019;12;13;N;050.8;059.2;053.9;047.0;042.8;041.2
17;2019;12;13;T;056.9;066.4;059.2;053.5;044.8;041.8
18;2019;12;13;D;058.2;069.3;059.7;053.6;047.6;044.1
18;2019;12;13;E;057.7;066.1;060.8;055.4;049.2;042.8
18;2019;12;13;N;048.6;059.3;051.9;043.2;039.4;038.2
18;2019;12;13;T;056.6;066.9;058.8;051.6;041.0;038.5
19;2019;12;13;D;061.0;067.6;063.7;059.7;056.5;054.2
19;2019;12;13;E;061.1;068.0;063.0;058.7;054.3;051.0
19;2019;12;13;N;056.0;064.8;059.3;052.6;047.2;044.5
19;2019;12;13;T;059.9;067.1;062.9;058.2;050.1;045.6
20;2019;12;13;D;062.7;069.3;064.0;059.7;056.8;054.5
20;2019;12;13;E;062.1;072.1;064.1;058.7;053.9;050.6
20;2019;12;13;N;054.4;064.9;057.1;050.3;045.2;043.3
20;2019;12;13;T;061.1;069.0;063.3;058.0;047.9;044.0
24;2019;12;13;D;050.3;058.2;051.4;046.6;043.0;041.7
24;2019;12;13;E;045.5;053.6;047.6;043.4;041.0;040.0
24;2019;12;13;N;047.6;056.5;050.4;045.2;042.2;040.3
24;2019;12;13;T;048.9;057.1;050.7;045.4;041.9;040.2
25;2019;12;13;D;067.6;070.9;069.2;067.3;065.5;064.1
25;2019;12;13;E;067.0;070.2;068.3;066.8;065.1;063.2
25;2019;12;13;N;063.0;068.8;066.4;061.7;056.4;051.5
25;2019;12;13;T;066.4;070.6;068.7;066.4;059.7;053.7
26;2019;12;13;D;063.7;069.3;066.4;062.4;058.9;057.2
26;2019;12;13;E;061.2;067.4;064.4;059.5;057.1;055.9
26;2019;12;13;N;059.8;068.9;063.6;056.8;050.0;047.4
26;2019;12;13;T;062.3;068.9;065.7;060.4;053.5;048.4
27;2019;12;13;D;063.9;072.7;068.0;059.7;054.3;051.4
27;2019;12;13;E;061.7;070.9;065.4;055.8;051.3;049.0
27;2019;12;13;N;058.0;069.9;060.9;049.9;042.3;039.3
27;2019;12;13;T;062.3;071.9;066.5;057.0;046.1;040.4
28;2019;12;13;D;070.1;076.4;073.6;068.1;060.2;055.8
28;2019;12;13;E;067.6;074.6;071.7;064.4;055.5;049.4
28;2019;12;13;N;063.2;073.9;066.9;057.7;051.8;048.3
28;2019;12;13;T;068.3;075.8;072.6;064.3;054.3;048.8
29;2019;12;13;D;058.8;066.3;062.7;056.1;050.1;046.3
29;2019;12;13;E;056.6;065.5;061.3;051.4;043.6;038.8
29;2019;12;13;N;052.4;064.0;055.7;044.6;038.1;035.2
29;2019;12;13;T;057.1;065.8;061.6;052.7;041.2;036.1
30;2019;12;13;D;063.7;069.0;065.1;061.7;058.6;056.5
30;2019;12;13;E;060.3;066.5;062.4;058.6;054.0;051.8
30;2019;12;13;N;057.9;066.6;060.7;053.2;047.4;045.0
30;2019;12;13;T;061.9;068.2;064.2;059.7;050.5;045.8
31;2019;12;13;D;065.1;073.1;069.2;061.4;057.0;055.1
31;2019;12;13;E;065.1;072.9;069.4;061.7;055.3;051.8
31;2019;12;13;N;055.8;068.5;055.8;050.0;046.0;044.3
31;2019;12;13;T;063.6;072.6;068.2;058.7;047.6;045.0
47;2019;12;13;D;062.5;075.5;060.5;053.7;050.4;048.4
47;2019;12;13;E;055.5;067.4;056.8;051.7;048.5;046.6
47;2019;12;13;N;048.7;059.2;050.0;044.9;041.2;040.0
47;2019;12;13;T;059.9;069.7;058.2;051.6;042.9;040.3
48;2019;12;13;D;064.9;071.9;067.3;064.1;058.3;055.9
48;2019;12;13;E;063.8;070.1;066.2;063.1;056.9;054.7
48;2019;12;13;N;061.1;066.1;064.0;060.2;053.7;049.4
48;2019;12;13;T;063.7;070.6;066.6;062.6;056.5;051.2
50;2019;12;13;D;067.6;074.5;068.4;065.8;063.4;061.4
50;2019;12;13;E;066.2;072.5;067.6;065.0;062.2;060.0
50;2019;12;13;N;062.8;068.6;065.5;061.1;056.1;052.6
50;2019;12;13;T;066.3;072.7;067.7;064.7;059.0;054.1
54;2019;12;13;D;062.8;068.3;065.3;062.1;058.6;055.5
54;2019;12;13;E;061.7;067.3;064.4;061.0;057.0;052.6
54;2019;12;13;N;055.6;065.0;059.6;051.0;045.1;042.9
54;2019;12;13;T;061.2;067.7;064.6;060.3;048.0;043.6
86;2019;12;13;D;059.6;068.0;062.9;057.2;053.0;050.9
86;2019;12;13;E;057.4;066.6;060.9;054.2;049.3;047.2
86;2019;12;13;N;052.8;063.1;053.5;045.8;040.9;038.6
86;2019;12;13;T;057.8;067.2;061.5;054.4;043.4;039.4
1;2019;12;12;D;068.3;075.0;070.2;066.1;061.5;058.6
1;2019;12;12;E;068.0;075.7;070.4;066.1;061.5;058.5
1;2019;12;12;N;064.7;072.0;068.9;060.1;053.8;050.1
1;2019;12;12;T;067.4;073.5;069.9;064.9;057.3;051.5
2;2019;12;12;D;071.5;075.8;072.6;070.1;066.9;064.1
2;2019;12;12;E;071.6;078.0;072.7;070.2;066.6;063.3
2;2019;12;12;N;067.2;073.0;069.8;064.6;057.8;053.1
2;2019;12;12;T;070.6;076.0;072.2;069.2;061.8;055.2
3;2019;12;12;D;066.5;074.6;069.1;064.2;057.5;050.7
3;2019;12;12;E;067.5;071.3;063.6;058.6;055.1;052.8
3;2019;12;12;N;060.1;070.0;062.0;054.1;048.9;045.7
3;2019;12;12;T;065.4;072.9;067.6;060.4;051.4;046.9
4;2019;12;12;D;064.4;074.3;065.9;062.5;059.4;056.7
4;2019;12;12;E;064.1;074.8;065.1;061.8;058.3;055.7
4;2019;12;12;N;058.3;065.4;061.3;056.5;051.2;046.9
4;2019;12;12;T;063.2;073.5;064.9;061.2;054.3;048.7
5;2019;12;12;D;062.6;068.7;064.7;060.9;057.2;054.1
5;2019;12;12;E;064.8;072.6;065.5;061.0;055.8;051.7
5;2019;12;12;N;053.4;062.7;057.3;049.0;041.1;039.2
5;2019;12;12;T;061.8;068.3;064.1;059.1;045.4;039.6
6;2019;12;12;D;073.6;080.0;075.9;072.2;066.3;064.3
6;2019;12;12;E;073.0;078.8;075.5;071.3;066.3;063.8
6;2019;12;12;N;067.3;074.9;071.0;064.2;056.1;049.2
6;2019;12;12;T;072.2;078.8;075.3;069.2;061.2;052.3
8;2019;12;12;D;068.2;074.6;070.7;066.9;064.1;061.5
8;2019;12;12;E;068.6;074.5;071.3;067.3;064.4;061.4
8;2019;12;12;N;063.7;071.6;067.5;061.3;052.5;045.8
8;2019;12;12;T;067.2;073.9;070.3;066.0;058.0;048.1
10;2019;12;12;D;068.1;074.7;071.2;065.3;060.2;056.8
10;2019;12;12;E;067.6;074.5;070.6;064.7;059.5;055.5
10;2019;12;12;N;060.1;070.0;063.7;053.5;047.0;044.9
10;2019;12;12;T;066.6;074.2;070.1;063.0;050.4;045.6
11;2019;12;12;D;069.8;075.4;071.7;069.1;065.3;060.5
11;2019;12;12;E;070.1;075.1;071.9;069.3;064.3;058.8
11;2019;12;12;N;061.5;070.5;066.2;056.5;045.5;039.1
11;2019;12;12;T;068.5;074.4;071.3;067.7;051.9;041.4
12;2019;12;12;D;064.6;073.7;065.8;062.6;059.5;057.4
12;2019;12;12;E;064.7;073.5;065.8;063.0;059.6;057.1
12;2019;12;12;N;058.0;064.8;060.7;054.7;047.2;041.6
12;2019;12;12;T;063.3;072.4;065.1;061.4;051.7;043.6
13;2019;12;12;D;065.6;070.2;068.0;065.2;057.1;051.9
13;2019;12;12;E;058.4;064.4;061.0;057.0;052.8;050.3
13;2019;12;12;N;051.8;060.8;054.5;047.2;041.1;039.3
13;2019;12;12;T;062.9;069.5;067.3;058.2;044.5;039.9
14;2019;12;12;D;067.2;075.4;069.4;065.8;063.2;061.1
14;2019;12;12;E;066.3;073.4;067.8;064.9;062.2;060.0
14;2019;12;12;N;062.1;068.8;064.9;060.6;056.0;052.2
14;2019;12;12;T;065.9;074.1;068.3;064.5;058.6;053.9
16;2019;12;12;D;063.7;069.0;066.7;062.9;057.0;050.6
16;2019;12;12;E;063.3;068.9;066.4;062.3;055.5;049.5
16;2019;12;12;N;057.7;066.8;062.7;050.8;039.2;036.1
16;2019;12;12;T;062.3;068.7;066.1;061.0;043.9;037.3
17;2019;12;12;D;057.1;064.9;059.7;055.2;051.1;048.2
17;2019;12;12;E;056.8;063.7;059.4;054.9;050.4;047.8
17;2019;12;12;N;049.3;058.6;052.9;045.0;041.2;039.5
17;2019;12;12;T;055.6;063.8;058.8;053.3;043.0;040.2
18;2019;12;12;D;057.4;066.4;059.6;054.0;048.6;045.0
18;2019;12;12;E;055.3;062.6;058.5;053.3;047.2;044.2
18;2019;12;12;N;049.4;060.1;052.7;043.2;041.3;040.6
18;2019;12;12;T;055.5;064.8;058.4;051.6;042.1;041.1
19;2019;12;12;D;062.7;069.2;064.6;060.0;056.1;053.5
19;2019;12;12;E;062.1;068.6;064.7;060.3;055.6;052.2
19;2019;12;12;N;055.2;064.1;058.0;048.9;041.6;037.1
19;2019;12;12;T;061.2;068.4;063.8;058.4;045.5;039.0
20;2019;12;12;D;062.5;068.9;064.2;059.6;056.2;052.9
20;2019;12;12;E;062.0;069.7;065.6;059.7;054.5;051.4
20;2019;12;12;N;052.2;063.3;055.3;046.3;041.2;039.6
20;2019;12;12;T;060.8;068.4;063.7;057.8;043.7;040.2
24;2019;12;12;D;051.1;060.1;053.5;048.1;044.8;043.4
24;2019;12;12;E;052.4;061.2;055.3;050.3;046.0;043.6
24;2019;12;12;N;041.5;049.7;044.2;039.4;037.5;037.0
24;2019;12;12;T;050.0;059.5;052.9;046.6;038.4;037.1
25;2019;12;12;D;067.9;070.9;069.3;067.7;066.1;064.6
25;2019;12;12;E;068.0;070.9;069.4;067.7;065.7;063.3
25;2019;12;12;N;062.7;068.4;066.1;061.6;053.4;045.2
25;2019;12;12;T;066.8;070.7;068.9;066.9;058.6;048.6
26;2019;12;12;D;064.1;069.9;067.2;062.7;059.3;057.5
26;2019;12;12;E;063.8;070.4;067.2;061.5;058.7;057.3
26;2019;12;12;N;057.7;067.0;061.3;054.8;046.4;042.4
26;2019;12;12;T;062.8;069.8;066.6;060.8;050.8;044.1
27;2019;12;12;D;063.6;073.1;068.0;057.5;051.7;048.5
27;2019;12;12;E;061.9;072.1;066.6;054.9;051.4;049.8
27;2019;12;12;N;056.6;069.8;056.6;045.5;038.2;034.9
27;2019;12;12;T;061.9;072.4;066.4;054.4;042.1;036.1
28;2019;12;12;D;070.2;076.5;073.8;068.3;060.6;055.5
28;2019;12;12;E;069.1;075.9;073.1;066.0;058.4;052.5
28;2019;12;12;N;061.4;073.2;065.4;049.5;041.4;039.2
28;2019;12;12;T;068.5;075.9;073.0;064.5;045.1;040.0
29;2019;12;12;D;063.3;072.8;065.1;058.4;051.6;047.1
29;2019;12;12;E;058.0;067.1;062.9;052.4;044.9;040.7
29;2019;12;12;N;050.7;063.1;053.2;040.5;033.5;032.2
29;2019;12;12;T;060.8;069.8;063.5;053.8;036.9;032.6
30;2019;12;12;D;063.4;068.8;065.1;062.1;058.9;056.2
30;2019;12;12;E;062.0;067.3;064.4;060.9;056.6;054.1
30;2019;12;12;N;056.0;065.3;058.8;050.1;043.3;040.7
30;2019;12;12;T;061.7;067.9;064.4;060.3;047.5;041.5
31;2019;12;12;D;066.1;074.7;070.7;061.2;056.1;053.9
31;2019;12;12;E;066.2;074.5;070.9;061.5;054.8;051.7
31;2019;12;12;N;053.6;066.2;053.9;047.3;041.4;039.3
31;2019;12;12;T;064.5;074.1;069.6;057.8;045.2;040.0
47;2019;12;12;D;056.0;066.7;057.5;052.6;049.4;047.6
47;2019;12;12;E;055.0;065.7;057.4;052.0;048.6;046.7
47;2019;12;12;N;048.9;061.3;049.3;043.7;040.0;038.2
47;2019;12;12;T;054.4;065.6;056.5;050.8;041.9;039.0
48;2019;12;12;D;065.2;073.8;067.3;064.1;058.1;055.3
48;2019;12;12;E;064.0;070.7;066.4;063.3;058.4;055.4
48;2019;12;12;N;059.0;064.9;062.8;057.4;049.8;044.3
48;2019;12;12;T;063.7;071.8;066.6;062.1;054.4;046.3
50;2019;12;12;D;068.6;075.7;069.5;066.6;063.9;061.6
50;2019;12;12;E;068.6;075.5;070.0;067.2;063.6;060.4
50;2019;12;12;N;066.7;077.5;065.3;059.4;052.8;048.8
50;2019;12;12;T;067.9;075.5;069.2;065.6;056.8;050.4
54;2019;12;12;D;063.4;068.9;066.1;062.6;058.6;055.1
54;2019;12;12;E;063.5;069.1;066.6;062.7;056.5;051.3
54;2019;12;12;N;054.1;064.2;058.5;047.4;041.0;039.2
54;2019;12;12;T;061.9;068.6;065.6;060.7;043.3;039.9
86;2019;12;12;D;061.7;071.1;065.2;058.6;053.5;051.1
86;2019;12;12;E;058.9;067.7;062.3;056.0;050.8;046.9
86;2019;12;12;N;050.0;061.9;052.0;042.9;036.9;035.3
86;2019;12;12;T;059.6;069.8;063.4;055.4;039.6;035.9
1;2019;12;11;D;068.0;073.5;070.5;066.5;061.2;058.2
1;2019;12;11;E;067.2;073.5;070.3;065.1;059.5;055.2
1;2019;12;11;N;064.1;071.9;068.5;059.8;050.7;045.4
1;2019;12;11;T;066.9;072.8;070.0;064.7;055.6;047.2
2;2019;12;11;D;071.1;076.3;072.2;069.5;066.3;063.5
2;2019;12;11;E;070.1;077.3;071.4;068.7;065.2;062.0
2;2019;12;11;N;066.5;072.9;069.6;063.8;056.8;052.7
2;2019;12;11;T;069.7;075.5;071.7;068.4;060.7;054.3
3;2019;12;11;D;067.3;072.9;069.0;063.8;058.6;055.3
3;2019;12;11;E;060.1;068.7;063.0;057.7;053.8;050.6
3;2019;12;11;N;060.1;069.9;062.2;055.2;050.3;047.2
3;2019;12;11;T;065.1;072.2;067.5;060.3;052.6;048.5
4;2019;12;11;D;064.1;073.5;065.8;062.2;058.9;055.6
4;2019;12;11;E;062.1;071.7;063.7;060.5;056.8;054.1
4;2019;12;11;N;058.3;065.9;061.1;056.0;050.3;045.8
4;2019;12;11;T;062.5;072.3;064.6;060.5;053.6;047.6
5;2019;12;11;D;062.1;067.9;064.0;060.4;056.7;053.2
5;2019;12;11;E;063.2;072.5;064.0;059.6;055.0;051.1
5;2019;12;11;N;053.3;062.6;057.0;049.0;042.1;039.5
5;2019;12;11;T;060.9;067.9;063.3;058.4;045.8;040.4
6;2019;12;11;D;073.3;079.0;075.6;071.7;065.9;063.7
6;2019;12;11;E;072.1;078.0;074.6;070.3;065.3;062.5
6;2019;12;11;N;066.8;074.9;070.4;063.0;054.3;048.3
6;2019;12;11;T;071.7;077.8;074.8;068.5;059.6;050.8
8;2019;12;11;D;067.5;073.4;070.3;066.3;063.2;060.5
8;2019;12;11;E;066.5;072.2;069.5;065.4;062.2;058.8
8;2019;12;11;N;063.5;071.9;067.5;060.5;050.7;044.1
8;2019;12;11;T;066.3;072.8;069.7;065.1;056.9;046.0
10;2019;12;11;D;067.1;074.0;070.6;064.4;059.6;055.9
10;2019;12;11;E;065.9;073.4;069.3;063.0;057.4;052.5
10;2019;12;11;N;058.2;069.4;061.8;050.8;043.8;042.3
10;2019;12;11;T;065.3;073.6;069.3;061.9;046.6;043.0
11;2019;12;11;D;070.2;075.1;071.6;068.8;064.8;059.1
11;2019;12;11;E;067.9;073.4;070.4;067.4;061.5;055.9
11;2019;12;11;N;061.3;070.4;065.8;054.9;041.3;037.9
11;2019;12;11;T;068.2;073.9;070.8;066.8;049.0;038.7
12;2019;12;11;D;068.4;081.3;066.6;062.4;059.0;056.2
12;2019;12;11;E;063.9;074.3;064.9;061.3;057.7;055.0
12;2019;12;11;N;058.0;064.9;060.3;054.1;046.3;040.6
12;2019;12;11;T;066.0;078.1;065.2;060.6;051.0;042.8
13;2019;12;11;D;064.4;070.9;066.8;064.2;054.2;048.0
13;2019;12;11;E;058.1;064.2;059.3;055.0;049.3;045.5
13;2019;12;11;N;049.3;059.0;052.9;042.8;038.4;037.2
13;2019;12;11;T;061.7;069.8;066.1;055.8;040.0;037.7
14;2019;12;11;D;064.6;070.0;066.4;063.9;061.6;059.5
14;2019;12;11;E;063.8;069.4;065.7;063.0;060.2;057.6
14;2019;12;11;N;059.3;066.8;063.1;057.1;050.2;045.4
14;2019;12;11;T;063.3;069.2;065.8;062.8;054.3;047.3
16;2019;12;11;D;063.9;068.9;066.6;063.2;056.4;048.1
16;2019;12;11;E;063.1;069.2;065.9;062.0;054.4;046.5
16;2019;12;11;N;056.9;066.8;061.8;047.5;037.2;035.2
16;2019;12;11;T;062.4;068.7;066.0;060.9;040.5;035.9
17;2019;12;11;D;057.0;064.3;059.7;055.4;050.2;043.5
17;2019;12;11;E;056.6;063.3;058.0;053.5;048.6;045.5
17;2019;12;11;N;049.1;059.2;052.2;040.2;034.6;033.2
17;2019;12;11;T;055.4;063.4;058.6;052.8;036.5;033.9
18;2019;12;11;D;058.0;068.7;060.3;053.7;047.3;042.6
18;2019;12;11;E;054.9;064.2;056.6;050.8;043.5;041.0
18;2019;12;11;N;048.7;059.7;051.7;041.8;039.1;038.1
18;2019;12;11;T;055.8;066.8;058.2;050.3;039.8;038.4
19;2019;12;11;D;061.4;067.8;063.6;059.0;054.8;051.6
19;2019;12;11;E;060.1;068.1;063.1;057.9;052.5;048.6
19;2019;12;11;N;052.9;063.3;056.7;046.3;037.2;032.1
19;2019;12;11;T;059.6;067.1;062.8;056.7;041.7;033.6
20;2019;12;11;D;061.3;068.8;063.9;059.3;055.7;051.5
20;2019;12;11;E;060.2;068.1;063.3;058.0;051.7;047.4
20;2019;12;11;N;052.7;064.0;054.4;044.0;038.4;037.4
20;2019;12;11;T;059.5;068.0;063.0;057.1;040.1;038.0
24;2019;12;11;D;045.0;052.3;047.8;043.4;041.1;039.0
24;2019;12;11;E;044.2;052.0;046.7;042.7;041.0;039.4
24;2019;12;11;N;042.6;050.9;045.8;039.8;037.6;037.1
24;2019;12;11;T;044.0;051.7;046.7;042.4;038.5;037.2
25;2019;12;11;D;068.4;071.7;069.9;068.1;066.1;064.2
25;2019;12;11;E;066.8;069.8;068.1;066.6;064.7;062.2
25;2019;12;11;N;063.1;068.6;066.4;062.1;054.5;045.7
25;2019;12;11;T;066.9;071.0;069.4;066.8;059.4;049.4
